ELECTION_DATE,ELECTION_NAME,COUNTY_ID,COUNTY_NAME,CONTEST_ID,CONTEST_NAME,CANDIDATE_ID,CANDIDATE_NAME,INCUMBENT_FLAG,WRITE_IN_FLAG,PARTY_ID,PARTY_NAME,VOTE_TOTAL
11/08/2016,2016 Presidential General,2,Alpine,110000040000,United States Representative District 4,101,Tom McClintock,Y,N,3,Republican,262
11/08/2016,2016 Presidential General,2,Alpine,110000040000,United States Representative District 4,273,Robert W. Derlet,N,N,1,Democratic,329
11/08/2016,2016 Presidential General,2,Alpine,120000010000,State Senate District 1,225,Ted Gaines,Y,N,3,Republican,263
11/08/2016,2016 Presidential General,2,Alpine,120000010000,State Senate District 1,536,Rob Rowen,N,N,1,Democratic,324
11/08/2016,2016 Presidential General,2,Alpine,130000050000,State Assembly Member District 5,364,Frank Bigelow,Y,N,3,Republican,283
11/08/2016,2016 Presidential General,2,Alpine,130000050000,State Assembly Member District 5,394,Robert Carabas,N,N,1,Democratic,305
11/08/2016,2016 Presidential General,3,Amador,010000000000,President,2,Gloria Estela La Riva,N,N,9,Peace and Freedom,55
11/08/2016,2016 Presidential General,3,Amador,010000000000,President,20,Donald J. Trump,N,N,4,"Republican,AmericanIndependent","10,485"
11/08/2016,2016 Presidential General,3,Amador,010000000000,President,22,Gary Johnson,N,N,7,Libertarian,804
11/08/2016,2016 Presidential General,3,Amador,010000000000,President,25,Hillary Clinton,N,N,1,Democratic,"6,004"
11/08/2016,2016 Presidential General,3,Amador,010000000000,President,51,Jill Stein,N,N,6,Green,227
11/08/2016,2016 Presidential General,3,Amador,010000000000,President,696,Laurence Kotlikoff,N,Y,14,Blank,0
11/08/2016,2016 Presidential General,3,Amador,010000000000,President,698,Mike Maturen,N,Y,14,Blank,0
11/08/2016,2016 Presidential General,3,Amador,010000000000,President,1166,"Bernard ""Bernie"" Sanders",N,Y,14,Blank,100
11/08/2016,2016 Presidential General,3,Amador,010000000000,President,1187,Jerry White,N,Y,14,Blank,0
11/08/2016,2016 Presidential General,3,Amador,010000000000,President,1478,Evan McMullin,N,Y,14,Blank,59
11/08/2016,2016 Presidential General,3,Amador,100000000001,US Senate - 1,85,Loretta L. Sanchez,N,N,1,Democratic,"4,872"
11/08/2016,2016 Presidential General,3,Amador,100000000001,US Senate - 1,289,Kamala D. Harris,N,N,1,Democratic,"8,690"
11/08/2016,2016 Presidential General,3,Amador,110000040000,United States Representative District 4,101,Tom McClintock,Y,N,3,Republican,"11,583"
11/08/2016,2016 Presidential General,3,Amador,110000040000,United States Representative District 4,273,Robert W. Derlet,N,N,1,Democratic,"5,914"
11/08/2016,2016 Presidential General,3,Amador,130000050000,State Assembly Member District 5,364,Frank Bigelow,Y,N,3,Republican,"11,880"
11/08/2016,2016 Presidential General,3,Amador,130000050000,State Assembly Member District 5,394,Robert Carabas,N,N,1,Democratic,"5,417"
11/08/2016,2016 Presidential General,4,Butte,010000000000,President,2,Gloria Estela La Riva,N,N,9,Peace and Freedom,501
11/08/2016,2016 Presidential General,4,Butte,010000000000,President,20,Donald J. Trump,N,N,4,"Republican,AmericanIndependent","45,144"
11/08/2016,2016 Presidential General,4,Butte,010000000000,President,22,Gary Johnson,N,N,7,Libertarian,"4,625"
11/08/2016,2016 Presidential General,4,Butte,010000000000,President,25,Hillary Clinton,N,N,1,Democratic,"41,567"
11/08/2016,2016 Presidential General,4,Butte,010000000000,President,51,Jill Stein,N,N,6,Green,"2,594"
11/08/2016,2016 Presidential General,4,Butte,010000000000,President,696,Laurence Kotlikoff,N,Y,14,Blank,0
11/08/2016,2016 Presidential General,4,Butte,010000000000,President,698,Mike Maturen,N,Y,14,Blank,10
11/08/2016,2016 Presidential General,4,Butte,010000000000,President,1166,"Bernard ""Bernie"" Sanders",N,Y,14,Blank,782
11/08/2016,2016 Presidential General,4,Butte,010000000000,President,1187,Jerry White,N,Y,14,Blank,1
11/08/2016,2016 Presidential General,4,Butte,010000000000,President,1478,Evan McMullin,N,Y,14,Blank,340
11/08/2016,2016 Presidential General,4,Butte,100000000001,US Senate - 1,85,Loretta L. Sanchez,N,N,1,Democratic,"30,680"
11/08/2016,2016 Presidential General,4,Butte,100000000001,US Senate - 1,289,Kamala D. Harris,N,N,1,Democratic,"43,491"
11/08/2016,2016 Presidential General,4,Butte,110000010000,United States Representative District 1,220,Jim Reed,N,N,1,Democratic,"46,244"
11/08/2016,2016 Presidential General,4,Butte,110000010000,United States Representative District 1,702,Doug La Malfa,Y,N,3,Republican,"48,412"
11/08/2016,2016 Presidential General,4,Butte,130000010000,State Assembly Member District 1,466,Brian Dahle,Y,N,3,Republican,"5,628"
11/08/2016,2016 Presidential General,4,Butte,130000010000,State Assembly Member District 1,635,Donn Coenen,N,N,7,Libertarian,"3,015"
11/08/2016,2016 Presidential General,4,Butte,130000030000,State Assembly Member District 3,296,Edward Ritchie,N,N,1,Democratic,"36,329"
11/08/2016,2016 Presidential General,4,Butte,130000030000,State Assembly Member District 3,425,James Gallagher,Y,N,3,Republican,"46,816"
11/08/2016,2016 Presidential General,5,Calaveras,010000000000,President,2,Gloria Estela La Riva,N,N,9,Peace and Freedom,56
11/08/2016,2016 Presidential General,5,Calaveras,010000000000,President,20,Donald J. Trump,N,N,4,"Republican,AmericanIndependent","13,511"
11/08/2016,2016 Presidential General,5,Calaveras,010000000000,President,22,Gary Johnson,N,N,7,Libertarian,"1,104"
11/08/2016,2016 Presidential General,5,Calaveras,010000000000,President,25,Hillary Clinton,N,N,1,Democratic,"7,944"
11/08/2016,2016 Presidential General,5,Calaveras,010000000000,President,51,Jill Stein,N,N,6,Green,424
11/08/2016,2016 Presidential General,5,Calaveras,010000000000,President,696,Laurence Kotlikoff,N,Y,14,Blank,0
11/08/2016,2016 Presidential General,5,Calaveras,010000000000,President,698,Mike Maturen,N,Y,14,Blank,0
11/08/2016,2016 Presidential General,5,Calaveras,010000000000,President,1166,"Bernard ""Bernie"" Sanders",N,Y,14,Blank,75
11/08/2016,2016 Presidential General,5,Calaveras,010000000000,President,1187,Jerry White,N,Y,14,Blank,0
11/08/2016,2016 Presidential General,5,Calaveras,010000000000,President,1478,Evan McMullin,N,Y,14,Blank,22
11/08/2016,2016 Presidential General,5,Calaveras,100000000001,US Senate - 1,85,Loretta L. Sanchez,N,N,1,Democratic,"6,302"
11/08/2016,2016 Presidential General,5,Calaveras,100000000001,US Senate - 1,289,Kamala D. Harris,N,N,1,Democratic,"11,259"
11/08/2016,2016 Presidential General,5,Calaveras,110000040000,United States Representative District 4,101,Tom McClintock,Y,N,3,Republican,"14,667"
11/08/2016,2016 Presidential General,5,Calaveras,110000040000,United States Representative District 4,273,Robert W. Derlet,N,N,1,Democratic,"8,037"
11/08/2016,2016 Presidential General,5,Calaveras,130000050000,State Assembly Member District 5,364,Frank Bigelow,Y,N,3,Republican,"15,029"
11/08/2016,2016 Presidential General,5,Calaveras,130000050000,State Assembly Member District 5,394,Robert Carabas,N,N,1,Democratic,"7,381"
11/08/2016,2016 Presidential General,6,Colusa,010000000000,President,2,Gloria Estela La Riva,N,N,9,Peace and Freedom,39
11/08/2016,2016 Presidential General,6,Colusa,010000000000,President,20,Donald J. Trump,N,N,4,"Republican,AmericanIndependent","3,551"
11/08/2016,2016 Presidential General,6,Colusa,010000000000,President,22,Gary Johnson,N,N,7,Libertarian,260
11/08/2016,2016 Presidential General,6,Colusa,010000000000,President,25,Hillary Clinton,N,N,1,Democratic,"2,661"
11/08/2016,2016 Presidential General,6,Colusa,010000000000,President,51,Jill Stein,N,N,6,Green,85
11/08/2016,2016 Presidential General,6,Colusa,010000000000,President,696,Laurence Kotlikoff,N,Y,14,Blank,0
11/08/2016,2016 Presidential General,6,Colusa,010000000000,President,698,Mike Maturen,N,Y,14,Blank,0
11/08/2016,2016 Presidential General,6,Colusa,010000000000,President,1166,"Bernard ""Bernie"" Sanders",N,Y,14,Blank,24
11/08/2016,2016 Presidential General,6,Colusa,010000000000,President,1187,Jerry White,N,Y,14,Blank,0
11/08/2016,2016 Presidential General,6,Colusa,010000000000,President,1478,Evan McMullin,N,Y,14,Blank,12
11/08/2016,2016 Presidential General,6,Colusa,100000000001,US Senate - 1,85,Loretta L. Sanchez,N,N,1,Democratic,"2,502"
11/08/2016,2016 Presidential General,6,Colusa,100000000001,US Senate - 1,289,Kamala D. Harris,N,N,1,Democratic,"2,639"
11/08/2016,2016 Presidential General,6,Colusa,110000030000,United States Representative District 3,33,John Garamendi,Y,N,1,Democratic,"3,126"
11/08/2016,2016 Presidential General,6,Colusa,110000030000,United States Representative District 3,50,N Eugene Cleek,N,N,3,Republican,"3,352"
11/08/2016,2016 Presidential General,6,Colusa,130000030000,State Assembly Member District 3,296,Edward Ritchie,N,N,1,Democratic,961
11/08/2016,2016 Presidential General,6,Colusa,130000030000,State Assembly Member District 3,425,James Gallagher,Y,N,3,Republican,"2,482"
11/08/2016,2016 Presidential General,6,Colusa,130000040000,State Assembly Member District 4,77,Charlie Schaupp,N,N,3,Republican,"1,443"
11/08/2016,2016 Presidential General,6,Colusa,130000040000,State Assembly Member District 4,96,Cecilia M. Aguiar-Curry,N,N,1,Democratic,"1,473"
11/08/2016,2016 Presidential General,7,Contra Costa,010000000000,President,2,Gloria Estela La Riva,N,N,9,Peace and Freedom,"1,566"
11/08/2016,2016 Presidential General,7,Contra Costa,010000000000,President,20,Donald J. Trump,N,N,4,"Republican,AmericanIndependent","115,956"
11/08/2016,2016 Presidential General,7,Contra Costa,010000000000,President,22,Gary Johnson,N,N,7,Libertarian,"16,123"
11/08/2016,2016 Presidential General,7,Contra Costa,010000000000,President,25,Hillary Clinton,N,N,1,Democratic,"319,287"
11/08/2016,2016 Presidential General,7,Contra Costa,010000000000,President,51,Jill Stein,N,N,6,Green,"8,637"
11/08/2016,2016 Presidential General,7,Contra Costa,010000000000,President,696,Laurence Kotlikoff,N,Y,14,Blank,11
11/08/2016,2016 Presidential General,7,Contra Costa,010000000000,President,698,Mike Maturen,N,Y,14,Blank,36
11/08/2016,2016 Presidential General,7,Contra Costa,010000000000,President,1166,"Bernard ""Bernie"" Sanders",N,Y,14,Blank,"3,204"
11/08/2016,2016 Presidential General,7,Contra Costa,010000000000,President,1187,Jerry White,N,Y,14,Blank,0
11/08/2016,2016 Presidential General,7,Contra Costa,010000000000,President,1478,Evan McMullin,N,Y,14,Blank,"1,355"
11/08/2016,2016 Presidential General,7,Contra Costa,100000000001,US Senate - 1,85,Loretta L. Sanchez,N,N,1,Democratic,"124,731"
11/08/2016,2016 Presidential General,7,Contra Costa,100000000001,US Senate - 1,289,Kamala D. Harris,N,N,1,Democratic,"282,587"
11/08/2016,2016 Presidential General,7,Contra Costa,110000050000,United States Representative District 5,94,Mike Thompson,Y,N,1,Democratic,"28,349"
11/08/2016,2016 Presidential General,7,Contra Costa,110000050000,United States Representative District 5,424,Carlos Santamaria,N,N,3,Republican,"8,552"
11/08/2016,2016 Presidential General,7,Contra Costa,110000090000,United States Representative District 9,159,Jerry McNerney,Y,N,1,Democratic,"43,867"
11/08/2016,2016 Presidential General,7,Contra Costa,110000090000,United States Representative District 9,593,"Antonio C. ""Tony"" Amador",N,N,3,Republican,"28,629"
11/08/2016,2016 Presidential General,7,Contra Costa,110000110000,United States Representative District 11,186,Mark DeSaulnier,Y,N,1,Democratic,"214,868"
11/08/2016,2016 Presidential General,7,Contra Costa,110000110000,United States Representative District 11,373,Roger Allen Petersen,N,N,3,Republican,"83,341"
11/08/2016,2016 Presidential General,7,Contra Costa,110000150000,United States Representative District 15,161,Eric Swalwell,Y,N,1,Democratic,"21,572"
11/08/2016,2016 Presidential General,7,Contra Costa,110000150000,United States Representative District 15,412,Danny R. Turner,N,N,3,Republican,"10,206"
11/08/2016,2016 Presidential General,7,Contra Costa,120000030000,State Senate District 3,10,Mariko Yamada,N,N,1,Democratic,"12,153"
11/08/2016,2016 Presidential General,7,Contra Costa,120000030000,State Senate District 3,95,Bill Dodd,N,N,1,Democratic,"22,028"
11/08/2016,2016 Presidential General,7,Contra Costa,120000070000,State Senate District 7,324,Joseph Alexander Rubay,N,N,3,Republican,"102,131"
11/08/2016,2016 Presidential General,7,Contra Costa,120000070000,State Senate District 7,416,Steve Glazer,Y,N,1,Democratic,"211,679"
11/08/2016,2016 Presidential General,7,Contra Costa,120000090000,State Senate District 9,162,Nancy Skinner,N,N,1,Democratic,"58,146"
11/08/2016,2016 Presidential General,7,Contra Costa,120000090000,State Senate District 9,406,Sandré R. Swanson,N,N,1,Democratic,"27,613"
11/08/2016,2016 Presidential General,7,Contra Costa,130000110000,State Assembly Member District 11,342,Dave Miller,N,N,3,Republican,"28,898"
11/08/2016,2016 Presidential General,7,Contra Costa,130000110000,State Assembly Member District 11,453,Jim Frazier,Y,N,1,Democratic,"55,455"
11/08/2016,2016 Presidential General,7,Contra Costa,130000140000,State Assembly Member District 14,558,Tim Grayson,N,N,1,Democratic,"74,110"
11/08/2016,2016 Presidential General,7,Contra Costa,130000140000,State Assembly Member District 14,576,Mae Cendaña Torlakson,N,N,1,Democratic,"46,051"
11/08/2016,2016 Presidential General,7,Contra Costa,130000150000,State Assembly Member District 15,312,Tony Thurmond,Y,N,1,Democratic,"73,313"
11/08/2016,2016 Presidential General,7,Contra Costa,130000150000,State Assembly Member District 15,378,Claire Chiara,N,N,3,Republican,"11,657"
11/08/2016,2016 Presidential General,7,Contra Costa,130000160000,State Assembly Member District 16,164,Cheryl Cook-Kallio,N,N,1,Democratic,"61,717"
11/08/2016,2016 Presidential General,7,Contra Costa,130000160000,State Assembly Member District 16,231,Catharine Baker,Y,N,3,Republican,"77,858"
11/08/2016,2016 Presidential General,8,Del Norte,010000000000,President,2,Gloria Estela La Riva,N,N,9,Peace and Freedom,81
11/08/2016,2016 Presidential General,8,Del Norte,010000000000,President,20,Donald J. Trump,N,N,4,"Republican,AmericanIndependent","5,134"
11/08/2016,2016 Presidential General,8,Del Norte,010000000000,President,22,Gary Johnson,N,N,7,Libertarian,416
11/08/2016,2016 Presidential General,8,Del Norte,010000000000,President,25,Hillary Clinton,N,N,1,Democratic,"3,485"
11/08/2016,2016 Presidential General,8,Del Norte,010000000000,President,51,Jill Stein,N,N,6,Green,245
11/08/2016,2016 Presidential General,8,Del Norte,010000000000,President,696,Laurence Kotlikoff,N,Y,14,Blank,0
11/08/2016,2016 Presidential General,8,Del Norte,010000000000,President,698,Mike Maturen,N,Y,14,Blank,0
11/08/2016,2016 Presidential General,8,Del Norte,010000000000,President,1166,"Bernard ""Bernie"" Sanders",N,Y,14,Blank,139
11/08/2016,2016 Presidential General,8,Del Norte,010000000000,President,1187,Jerry White,N,Y,14,Blank,0
11/08/2016,2016 Presidential General,8,Del Norte,010000000000,President,1478,Evan McMullin,N,Y,14,Blank,58
11/08/2016,2016 Presidential General,8,Del Norte,100000000001,US Senate - 1,85,Loretta L. Sanchez,N,N,1,Democratic,"2,939"
11/08/2016,2016 Presidential General,8,Del Norte,100000000001,US Senate - 1,289,Kamala D. Harris,N,N,1,Democratic,"4,603"
11/08/2016,2016 Presidential General,8,Del Norte,110000020000,United States Representative District 2,217,Jared W. Huffman,Y,N,1,Democratic,"4,770"
11/08/2016,2016 Presidential General,8,Del Norte,110000020000,United States Representative District 2,701,Dale K. Mensing,N,N,3,Republican,"4,300"
11/08/2016,2016 Presidential General,8,Del Norte,130000020000,State Assembly Member District 2,535,Jim Wood,Y,N,1,Democratic,"4,681"
11/08/2016,2016 Presidential General,8,Del Norte,130000020000,State Assembly Member District 2,676,Ken Anton,N,N,7,Libertarian,"3,637"
11/08/2016,2016 Presidential General,9,El Dorado,010000000000,President,2,Gloria Estela La Riva,N,N,9,Peace and Freedom,190
11/08/2016,2016 Presidential General,9,El Dorado,010000000000,President,20,Donald J. Trump,N,N,4,"Republican,AmericanIndependent","49,247"
11/08/2016,2016 Presidential General,9,El Dorado,010000000000,President,22,Gary Johnson,N,N,7,Libertarian,"5,027"
11/08/2016,2016 Presidential General,9,El Dorado,010000000000,President,25,Hillary Clinton,N,N,1,Democratic,"36,404"
11/08/2016,2016 Presidential General,9,El Dorado,010000000000,President,51,Jill Stein,N,N,6,Green,"1,425"
11/08/2016,2016 Presidential General,9,El Dorado,010000000000,President,696,Laurence Kotlikoff,N,Y,14,Blank,3
11/08/2016,2016 Presidential General,9,El Dorado,010000000000,President,698,Mike Maturen,N,Y,14,Blank,4
11/08/2016,2016 Presidential General,9,El Dorado,010000000000,President,1166,"Bernard ""Bernie"" Sanders",N,Y,14,Blank,713
11/08/2016,2016 Presidential General,9,El Dorado,010000000000,President,1187,Jerry White,N,Y,14,Blank,0
11/08/2016,2016 Presidential General,9,El Dorado,010000000000,President,1478,Evan McMullin,N,Y,14,Blank,578
11/08/2016,2016 Presidential General,9,El Dorado,100000000001,US Senate - 1,85,Loretta L. Sanchez,N,N,1,Democratic,"26,408"
11/08/2016,2016 Presidential General,9,El Dorado,100000000001,US Senate - 1,289,Kamala D. Harris,N,N,1,Democratic,"45,671"
11/08/2016,2016 Presidential General,9,El Dorado,110000040000,United States Representative District 4,101,Tom McClintock,Y,N,3,Republican,"57,068"
11/08/2016,2016 Presidential General,9,El Dorado,110000040000,United States Representative District 4,273,Robert W. Derlet,N,N,1,Democratic,"35,067"
11/08/2016,2016 Presidential General,9,El Dorado,120000010000,State Senate District 1,225,Ted Gaines,Y,N,3,Republican,"58,065"
11/08/2016,2016 Presidential General,9,El Dorado,120000010000,State Senate District 1,536,Rob Rowen,N,N,1,Democratic,"32,887"
11/08/2016,2016 Presidential General,9,El Dorado,130000050000,State Assembly Member District 5,364,Frank Bigelow,Y,N,3,Republican,"35,651"
11/08/2016,2016 Presidential General,9,El Dorado,130000050000,State Assembly Member District 5,394,Robert Carabas,N,N,1,Democratic,"21,491"
11/08/2016,2016 Presidential General,9,El Dorado,130000060000,State Assembly Member District 6,314,Brian Caples,N,N,1,Democratic,"10,829"
11/08/2016,2016 Presidential General,9,El Dorado,130000060000,State Assembly Member District 6,395,Kevin Kiley,N,N,3,Republican,"22,229"
11/08/2016,2016 Presidential General,10,Fresno,010000000000,President,2,Gloria Estela La Riva,N,N,9,Peace and Freedom,875
11/08/2016,2016 Presidential General,10,Fresno,010000000000,President,20,Donald J. Trump,N,N,4,"Republican,AmericanIndependent","124,049"
11/08/2016,2016 Presidential General,10,Fresno,010000000000,President,22,Gary Johnson,N,N,7,Libertarian,"9,246"
11/08/2016,2016 Presidential General,10,Fresno,010000000000,President,25,Hillary Clinton,N,N,1,Democratic,"141,341"
11/08/2016,2016 Presidential General,10,Fresno,010000000000,President,51,Jill Stein,N,N,6,Green,"4,300"
11/08/2016,2016 Presidential General,10,Fresno,010000000000,President,696,Laurence Kotlikoff,N,Y,14,Blank,3
11/08/2016,2016 Presidential General,10,Fresno,010000000000,President,698,Mike Maturen,N,Y,14,Blank,17
11/08/2016,2016 Presidential General,10,Fresno,010000000000,President,1166,"Bernard ""Bernie"" Sanders",N,Y,14,Blank,"1,417"
11/08/2016,2016 Presidential General,10,Fresno,010000000000,President,1187,Jerry White,N,Y,14,Blank,1
11/08/2016,2016 Presidential General,10,Fresno,010000000000,President,1478,Evan McMullin,N,Y,14,Blank,"1,070"
11/08/2016,2016 Presidential General,10,Fresno,100000000001,US Senate - 1,85,Loretta L. Sanchez,N,N,1,Democratic,"118,148"
11/08/2016,2016 Presidential General,10,Fresno,100000000001,US Senate - 1,289,Kamala D. Harris,N,N,1,Democratic,"117,956"
11/08/2016,2016 Presidential General,10,Fresno,110000040000,United States Representative District 4,101,Tom McClintock,Y,N,3,Republican,"5,617"
11/08/2016,2016 Presidential General,10,Fresno,110000040000,United States Representative District 4,273,Robert W. Derlet,N,N,1,Democratic,"1,499"
11/08/2016,2016 Presidential General,10,Fresno,110000160000,United States Representative District 16,75,Johnny M. Tacherra,N,N,3,Republican,"21,609"
11/08/2016,2016 Presidential General,10,Fresno,110000160000,United States Representative District 16,158,Jim Costa,Y,N,1,Democratic,"48,153"
11/08/2016,2016 Presidential General,10,Fresno,110000210000,United States Representative District 21,313,Emilio Huerta,N,N,1,Democratic,"18,136"
11/08/2016,2016 Presidential General,10,Fresno,110000210000,United States Representative District 21,375,David Valadao,Y,N,3,Republican,"26,999"
11/08/2016,2016 Presidential General,10,Fresno,110000220000,United States Representative District 22,28,Louie J. Campos,N,N,1,Democratic,"49,039"
11/08/2016,2016 Presidential General,10,Fresno,110000220000,United States Representative District 22,157,Devin G. Nunes,Y,N,3,Republican,"102,580"
11/08/2016,2016 Presidential General,10,Fresno,130000230000,State Assembly Member District 23,98,Gwen L. Morris,N,N,3,Republican,"39,071"
11/08/2016,2016 Presidential General,10,Fresno,130000230000,State Assembly Member District 23,459,Jim Patterson,Y,N,3,Republican,"123,380"
11/08/2016,2016 Presidential General,10,Fresno,130000310000,State Assembly Member District 31,463,Clint Olivier,N,N,3,Republican,"35,454"
11/08/2016,2016 Presidential General,10,Fresno,130000310000,State Assembly Member District 31,464,Joaquin Arambula,Y,N,1,Democratic,"62,404"
11/08/2016,2016 Presidential General,11,Glenn,010000000000,President,2,Gloria Estela La Riva,N,N,9,Peace and Freedom,54
11/08/2016,2016 Presidential General,11,Glenn,010000000000,President,20,Donald J. Trump,N,N,4,"Republican,AmericanIndependent","5,788"
11/08/2016,2016 Presidential General,11,Glenn,010000000000,President,22,Gary Johnson,N,N,7,Libertarian,375
11/08/2016,2016 Presidential General,11,Glenn,010000000000,President,25,Hillary Clinton,N,N,1,Democratic,"3,065"
11/08/2016,2016 Presidential General,11,Glenn,010000000000,President,51,Jill Stein,N,N,6,Green,97
11/08/2016,2016 Presidential General,11,Glenn,010000000000,President,696,Laurence Kotlikoff,N,Y,14,Blank,0
11/08/2016,2016 Presidential General,11,Glenn,010000000000,President,698,Mike Maturen,N,Y,14,Blank,2
11/08/2016,2016 Presidential General,11,Glenn,010000000000,President,1166,"Bernard ""Bernie"" Sanders",N,Y,14,Blank,58
11/08/2016,2016 Presidential General,11,Glenn,010000000000,President,1187,Jerry White,N,Y,14,Blank,0
